Time (s),RPM,Coolant,Speed
320.1,8086.131,76.15,12.16111111
320.2,7721.475,76.15,11.70555556
320.3,7713.437,76.15,11.22222222
320.4,7576.626,76.15,10.78333333
320.5,7248.397,76.15,10.26777778
320.6,6966.814,76.15,9.8525
320.7,6821.251,76.15,9.552777778
320.8,6951.745,76.15,9.275
320.9,7285.581,76.15,9.061388889
321,7364.729,76.154,9.065833333
321.1,7251.922,76.173,9.0175
321.2,7291.108,76.195,9.101666667
321.3,7367.865,76.226,9.175833333
321.4,7410.297,76.25,9.2175
321.5,7271.01,76.25,9.231666667
321.6,6873.706,76.25,9.136111111
321.7,6478.013,76.25,8.978888889
321.8,6077.694,76.25,8.744444444
321.9,5775.306,76.25,8.442222222
322,5800.553,76.25,8.113333333
322.1,6102.437,76.25,7.989444444
322.2,6853.637,76.25,7.873888889
322.3,7073.059,76.25,8.006111111
322.4,7129.681,76.239,8.401388889
322.5,7236.142,76.193,8.837222222
322.6,7411.543,76.156,9.369166667
322.7,7986.057,76.152,9.9825
322.8,8557.157,76.15,10.48222222
322.9,9044.604,76.15,10.89777778
323,9506.604,76.15,11.32444444
323.1,9735.456,76.15,11.51222222
323.2,9750.954,76.15,11.67222222
323.3,9719.518,76.15,11.80444444
323.4,9922.777,76.15,11.90222222
323.5,10341.806,76.15,12.00694444
323.6,10703.55,76.15,12.27083333
323.7,10804.127,76.15,12.59722222
323.8,10394.243,76.145,13.02083333
323.9,9443.061,76.125,13.55555556
324,8992.344,76.103,14.13194444
324.1,9311.107,76.073,14.77083333
324.2,9661.461,76.05,15.40972222
324.3,9997.996,76.05,16.07666667
324.4,10398.852,76.05,16.82777778
324.5,10745.91,76.05,17.60333333
324.6,10869.594,76.05,18.20722222
324.7,10800.819,76.05,18.78333333
324.8,9997.188,76.05,19.32444444
324.9,9374.521,76.05,19.78111111
325,10190.638,76.05,20.15527778
325.1,10780.511,76.05,20.605
325.2,11068.085,76.05,21.00138889
325.3,11261.516,76.05,21.44055556
325.4,11390.852,76.05,21.98555556
325.5,11471.466,76.05,22.57722222
325.6,11516.704,76.05,22.96611111
325.7,11386.869,76.05,23.31
325.8,10699.009,76.05,23.43333333
325.9,9965.261,76.05,23.27111111
326,9743.992,76.05,22.99444444
326.1,9542.262,76.05,22.46888889
326.2,9721.211,76.05,21.64777778
326.3,10655.512,76.05,20.84111111
326.4,11517.809,76.055,20.15111111
326.5,10813.246,76.076,19.37777778
326.6,10118.959,76.099,18.53611111
326.7,10681.82,76.129,17.69472222
326.8,11083.177,76.15,16.83361111
326.9,10550.664,76.15,15.94027778
327,9786.292,76.153,15.0325
327.1,9326.673,76.166,14.2825
327.2,8942.563,76.186,13.56472222
327.3,8851.139,76.224,12.98611111
327.4,9129.059,76.25,12.64444444
327.5,9678.342,76.25,12.48611111
327.6,10131.733,76.251,12.40555556
327.7,10103.688,76.255,12.48611111
327.8,9985.682,76.271,12.61666667
327.9,10290.142,76.315,12.77777778
328,10728.576,76.346,13.04722222
328.1,11072.869,76.348,13.31694444
328.2,11519.762,76.362,13.63111111
328.3,12135.076,76.402,13.98166667
328.4,12629.808,76.432,14.42222222
328.5,13100.068,76.443,14.94333333
328.6,13584.022,76.45,15.39638889
328.7,13918.635,76.45,15.86861111
328.8,13663.439,76.459,16.32361111
328.9,13351.766,76.489,16.74444444
329,13653.926,76.516,17.09888889
329.1,13591.843,76.536,17.30333333
329.2,13325.907,76.55,17.42555556
329.3,12066.916,76.55,17.38222222
329.4,11391.219,76.55,17.13444444
329.5,10936.404,76.55,16.72888889
329.6,10548.092,76.55,16.09555556
329.7,10132.107,76.55,15.1975
329.8,9804.982,76.55,14.35416667
329.9,9467.532,76.55,13.62305556
330,9121.141,76.55,12.86333333
330.1,8715.117,76.55,12.20583333
330.2,8371.478,76.55,11.58527778
330.3,8114.594,76.55,11.01111111
330.4,7787.989,76.55,10.47833333
330.5,7372.485,76.55,10.00611111
330.6,7017.504,76.55,9.552777778
330.7,6834.863,76.55,9.183333333
330.8,6723.79,76.55,8.952777778
330.9,6843.777,76.55,8.870555556
331,7007.649,76.55,8.898333333
331.1,6972.284,76.55,8.936111111
331.2,6797.327,76.55,9.001388889
331.3,7052.079,76.55,9.104166667
331.4,7379.857,76.55,9.291666667
331.5,7537.288,76.55,9.55
331.6,7779.017,76.55,9.830555556
331.7,8138.762,76.55,10.19027778
331.8,8166.893,76.55,10.41805556
331.9,8137.683,76.55,10.50222222
332,8089.011,76.55,10.54555556
332.1,8080.062,76.55,10.51777778
332.2,8454.38,76.55,10.525
332.3,9176.78,76.55,10.59444444
332.4,9918.334,76.55,10.71888889
332.5,10789.287,76.55,10.98111111
332.6,11687.226,76.55,11.34444444
332.7,12419.641,76.55,11.79611111
332.8,12881.102,76.55,12.31666667
332.9,13042.207,76.55,12.8825
333,13065.866,76.55,13.49666667
333.1,12983.825,76.55,14.20444444
333.2,12795.388,76.55,14.95138889
333.3,12672.052,76.55,15.55333333
333.4,12579.454,76.55,16.03388889
333.5,11996.649,76.55,16.35055556
333.6,11184.31,76.55,16.23833333
333.7,10659.423,76.55,15.93555556
333.8,10258.357,76.55,15.49388889
333.9,9908.883,76.55,14.73388889
334,9643.114,76.55,13.79555556
334.1,9402.55,76.55,13.18444444
334.2,9048.693,76.55,12.57805556
334.3,8663.467,76.55,12.02722222
334.4,8398.106,76.55,11.55972222
334.5,8184.058,76.55,11.20805556
334.6,8518.799,76.559,11.02305556
334.7,9171.152,76.583,10.98305556
334.8,9074.757,76.607,11.0325
334.9,8758.893,76.634,11.18083333
335,8661.569,76.65,11.34444444
335.1,8710.267,76.65,11.35
335.2,8728.749,76.65,11.32222222
335.3,8675.796,76.65,11.22777778
335.4,8592.11,76.65,11
335.5,8571.779,76.65,10.84444444
335.6,8686.412,76.652,10.90555556
335.7,8819.956,76.658,11.05194444
335.8,8848.518,76.68,11.22361111
335.9,8981.924,76.724,11.38527778
336,9234.215,76.75,11.52277778
336.1,9322.862,76.75,11.6125
336.2,9432.795,76.75,11.75138889
336.3,9651.167,76.75,11.89027778
336.4,9851.745,76.75,12.05194444
336.5,10019.319,76.75,12.31833333
336.6,10248.141,76.75,12.69111111
336.7,10559.241,76.75,13.08
336.8,11012.891,76.762,13.46888889
336.9,11630.523,76.79,13.85777778
337,12174.061,76.815,14.235
337.1,12636.022,76.837,14.64277778
337.2,12479.623,76.85,15.15555556
337.3,11368.245,76.85,15.71111111
337.4,10583.399,76.85,16.27861111
337.5,10678.724,76.85,16.88583333
337.6,10727.488,76.85,17.53666667
337.7,10844.734,76.85,18.19138889
337.8,11077.52,76.85,18.84222222
337.9,11320.51,76.85,19.56861111
338,11592.115,76.85,20.18666667
338.1,11963.313,76.85,20.52333333
338.2,11654.877,76.85,20.73111111
338.3,10610.811,76.85,20.63111111
338.4,10168.486,76.85,20.18777778
338.5,10563.634,76.85,19.55555556
338.6,11308.772,76.85,18.59222222
338.7,11503.16,76.85,17.28666667
338.8,10982.65,76.85,16.18055556
338.9,10495.325,76.85,15.32222222
339,10240.101,76.85,14.48333333
339.1,9966.77,76.85,13.75555556
339.2,9608.646,76.85,13.11388889
339.3,9226.948,76.85,12.51527778
339.4,8842.94,76.85,11.99444444
339.5,8504.793,76.85,11.50722222
339.6,8223.178,76.85,11.01777778
339.7,7918.008,76.85,10.59888889
339.8,7518.778,76.859,10.22277778
339.9,7015.012,76.879,9.963888889
340,6939.64,76.904,9.837777778
340.1,7929.342,76.934,9.765
340.2,9056.526,76.95,9.775555556
340.3,9232.298,76.95,9.857777778
340.4,8971.795,76.95,10.04722222
340.5,8849.97,76.95,10.24666667
340.6,8865.97,76.95,10.39694444
340.7,8786.869,76.95,10.57833333
340.8,8743.5,76.95,10.69277778
340.9,8899.355,76.95,10.73527778
341,9005.275,76.95,10.76305556
341.1,8980.595,76.95,10.79111111
341.2,8868.542,76.971,10.81888889
341.3,8832.919,77.015,10.86
341.4,8992.089,77.041,10.86222222
341.5,9349.43,77.046,10.95333333
341.6,9906.333,77.049,11.19
341.7,10536.581,77.049,11.46555556
341.8,11212.67,77.049,11.92472222
341.9,11764.735,77.049,12.5625
342,12055.919,77.049,13.22972222
342.1,11954.878,77.049,13.89583333
342.2,11159.1,77.049,14.59027778
342.3,10309.852,77.049,15.27111111
342.4,10220.664,77.049,15.91055556
342.5,10435.153,77.049,16.54888889
342.6,10558.434,77.049,17.23611111
342.7,10795.262,77.049,17.91666667
342.8,10986.744,77.049,18.56944444
342.9,11072.171,77.049,19.27777778
343,11514.989,77.049,19.94444444
343.1,11890.326,77.049,20.44444444
343.2,10875.53,77.047,20.88888889
343.3,10179.277,77.041,21.33777778
343.4,10728.438,77.016,21.71138889
343.5,11052.689,76.972,22.08777778
343.6,11217.131,76.95,22.56055556
343.7,11313.844,76.95,23.06055556
343.8,11370.407,76.95,23.57472222
343.9,11454.497,76.95,24.15916667
344,11601.952,76.95,24.68472222
344.1,11787.011,76.95,25.10555556
344.2,11864.086,76.95,25.42111111
344.3,11542.128,76.95,25.48444444
344.4,10889.762,76.95,25.38666667
344.5,10317.479,76.95,25.07333333
344.6,9984.164,76.95,24.35666667
344.7,10219.11,76.95,23.39666667
344.8,11511.766,76.95,22.38222222
344.9,12279.902,76.95,21.13805556
345,11560.285,76.96,19.86861111
345.1,10400.54,76.98,18.72972222
345.2,9274.115,77.005,17.59083333
345.3,8209.071,77.035,16.49611111
345.4,7226.729,77.056,15.39638889
345.5,6488.721,77.069,14.37527778
345.6,6060.82,77.095,13.47944444
345.7,5807.4,77.132,12.69333333
345.8,5745.997,77.153,12.04611111
345.9,5890.729,77.16,11.59777778
346,6115.566,77.187,11.23444444
346.1,6239.245,77.23,10.96555556
346.2,6035.065,77.25,10.79888889
346.3,5538.576,77.251,10.55722222
346.4,5271.265,77.277,10.27916667
346.5,5252.826,77.323,10.05972222
346.6,5446.243,77.346,9.865277778
346.7,5796.264,77.348,9.731944444
346.8,5991.766,77.372,9.725
346.9,6047.921,77.412,9.780555556
347,6035.618,77.435,9.9125
347.1,6012.345,77.445,10.14
347.2,6125.963,77.468,10.42111111
347.3,6355.407,77.501,10.72666667
347.4,6755.196,77.525,11.01666667
347.5,6899.408,77.542,11.35666667
347.6,6994.604,77.55,11.73
347.7,7042.099,77.55,12.12222222
347.8,7124.804,77.55,12.55444444
347.9,7408.53,77.55,13.01916667
348,7729.055,77.55,13.50722222
348.1,8063.735,77.55,14.00722222
348.2,8420.085,77.55,14.52305556
348.3,8830.837,77.55,15.05083333
348.4,9112.604,77.55,15.59444444
348.5,9424.342,77.55,16.13416667
348.6,9804.102,77.547,16.67777778
348.7,10057.083,77.542,17.23888889
348.8,10245.699,77.514,17.77833333
348.9,10531.011,77.469,18.32222222
349,10835.815,77.45,18.84555556
349.1,11091.47,77.45,19.39388889
349.2,11312.829,77.426,19.91277778
349.3,11349.952,77.385,20.25611111
349.4,10991.911,77.362,20.34472222
349.5,10348.44,77.353,20.20222222
349.6,9946.233,77.35,19.96361111
349.7,9775.521,77.35,19.71361111
349.8,9697.727,77.332,19.46361111
349.9,9799.861,77.302,19.23
350,9811.406,77.278,18.99138889
350.1,9332.718,77.258,18.74138889
350.2,8529.1,77.249,18.33888889
350.3,7994.408,77.249,17.60555556
350.4,7336.66,77.238,16.73333333
350.5,6493.275,77.219,15.87222222
350.6,5926.563,77.193,14.99444444
350.7,5680.708,77.162,14.12222222
350.8,5569.429,77.149,13.24444444
350.9,5646.408,77.149,12.37222222
351,5805.969,77.157,11.73972222
351.1,5851.985,77.168,11.2675
351.2,6037.792,77.196,10.91388889
351.3,6315.387,77.235,10.78861111
351.4,6233.488,77.249,10.79472222
351.5,6245.39,77.249,10.85638889
351.6,6145.281,77.249,10.97361111
351.7,6051.682,77.249,11.07944444
351.8,6074.892,77.249,11.07666667
351.9,5861.557,77.249,11.02111111
352,5476.537,77.249,10.82777778
352.1,5384.268,77.249,10.55
352.2,5367.552,77.249,10.22055556
352.3,5180.071,77.249,9.790555556
352.4,5045.212,77.249,9.387222222
352.5,4941.398,77.249,8.9875
352.6,4825.099,77.249,8.605833333
352.7,4696.74,77.249,8.279722222
352.8,4571.258,77.249,8.009166667
352.9,4395.27,77.249,7.706666667
353,4215.823,77.273,7.495833333
353.1,4177.364,77.309,7.304444444
353.2,4513.895,77.312,7.133333333
353.3,4674.165,77.293,7.136666667
353.4,4754.626,77.275,7.255555556
353.5,4877.683,77.256,7.501111111
353.6,4930.593,77.249,7.877777778
353.7,4992.959,77.249,8.312222222
353.8,5165.161,77.238,8.703333333
353.9,6015.259,77.219,9.064444444
354,8052.111,77.192,9.465277778
354.1,10262.354,77.161,9.827777778
354.2,10790.223,77.142,10.125
354.3,9425.471,77.131,10.38472222
354.4,8028.149,77.102,10.61666667
354.5,7822.224,77.063,10.80277778
354.6,8329.857,77.047,11.02361111
354.7,8629.892,77.043,11.21944444
354.8,8415.602,77.011,11.22277778
354.9,8193.275,76.966,11.13944444
355,8049.222,76.95,11.14777778
355.1,8382.837,76.95,11.20333333
355.2,9033.243,76.922,11.31388889
355.3,9008.968,76.88,11.39777778
355.4,8788.975,76.86,11.49
355.5,8777.945,76.853,11.60222222
355.6,8901.09,76.828,11.75055556
355.7,9042.484,76.794,11.91722222
355.8,9263.418,76.772,12.04666667
355.9,9503.854,76.755,12.13916667
356,9648.139,76.732,12.24111111
356.1,9754.608,76.704,12.38944444
356.2,9817.422,76.68,12.5375
356.3,9741.903,76.657,12.64
356.4,9569.151,76.65,12.70444444
356.5,9397.638,76.65,12.70333333
356.6,9444.418,76.65,12.67555556
356.7,9507.138,76.65,12.61
356.8,9372.355,76.65,12.52666667
356.9,9242.465,76.65,12.40555556
357,9313.583,76.65,12.34222222
357.1,9336.498,76.65,12.34305556
357.2,9324.468,76.65,12.35694444
357.3,9568.378,76.65,12.38027778
357.4,9711.979,76.65,12.40805556
357.5,9207.425,76.65,12.35916667
357.6,8592.227,76.65,12.21833333
357.7,8302.41,76.65,11.99416667
357.8,8129.349,76.65,11.68333333
357.9,7848.099,76.65,11.175
358,7363.567,76.65,10.65
358.1,6840.545,76.65,10.09166667
358.2,6427.492,76.65,9.547222222
358.3,6340.669,76.65,9.155555556
358.4,7003.618,76.65,9.133333333
358.5,8045.04,76.65,9.108333333
358.6,8208.568,76.65,9.122777778
358.7,7819.443,76.65,9.2375
358.8,7338.272,76.65,9.317222222
358.9,6806.46,76.65,9.353055556
359,6636.55,76.65,9.380833333
359.1,6665.479,76.65,9.250833333
359.2,6527.611,76.65,8.9775
359.3,6310.99,76.65,8.688888889
359.4,6012.216,76.65,8.351111111
359.5,5961.516,76.65,8.05
359.6,6672.019,76.65,7.932222222
359.7,7093.909,76.65,7.976666667
359.8,7299.068,76.65,8.1
359.9,7677.719,76.65,8.418888889
360,8004.964,76.65,8.887777778
360.1,8135.951,76.65,9.453611111
360.2,8185.61,76.65,10.03694444
360.3,8375.185,76.65,10.57972222
360.4,8802.303,76.65,11.06694444
360.5,9293.884,76.65,11.43777778
360.6,9817.25,76.65,11.81166667
360.7,10105.867,76.65,12.16
360.8,9680.327,76.62,12.41222222
360.9,8300.953,76.58,12.67777778
361,7406.205,76.562,12.935
361.1,7176.322,76.552,13.10277778
361.2,7165.151,76.55,13.22111111
361.3,7245.771,76.55,13.29111111
361.4,7235.49,76.55,13.24388889
361.5,7350.913,76.55,13.16055556
361.6,7328.042,76.55,13.05555556
361.7,7526.994,76.55,12.98611111
361.8,7571.533,76.532,12.95138889
361.9,7493.415,76.509,13.00694444
362,7530.755,76.483,13.11111111
362.1,7495.349,76.456,13.22222222
362.2,7493.307,76.45,13.29166667
362.3,7721.7,76.45,13.32638889
362.4,7845.984,76.45,13.31222222
362.5,8068.216,76.45,13.34777778
362.6,8411.398,76.45,13.46666667
362.7,8610.738,76.45,13.71111111
362.8,8870.872,76.45,14.11555556
362.9,9102.285,76.45,14.66555556
363,9316.918,76.45,15.29111111
363.1,9419.497,76.45,15.97222222
363.2,9637.258,76.45,16.695
363.3,10116.836,76.45,17.39583333
363.4,10606.805,76.45,18.15444444
363.5,10900.421,76.45,18.73972222
363.6,11185.6,76.45,19.28888889
363.7,11440.635,76.45,19.67333333
363.8,10885.012,76.45,19.72861111
363.9,9840.645,76.45,19.67888889
364,8889.35,76.45,19.34166667
364.1,7842.567,76.45,18.535
364.2,6994.501,76.45,17.59666667
364.3,6501.175,76.45,16.76055556
364.4,6292.817,76.45,15.71666667
364.5,6335.898,76.45,14.82222222
364.6,6119.378,76.45,14.01055556
364.7,5473.979,76.45,13.24083333
364.8,5543.861,76.468,12.51277778
364.9,5451.517,76.49,11.79055556
365,4993.518,76.517,11.22194444
365.1,4663.144,76.544,10.71611111
365.2,4782.083,76.55,10.30388889
365.3,5166.717,76.55,9.980833333
365.4,5998.471,76.55,9.65
365.5,7269.695,76.55,9.45
365.6,8118.797,76.55,9.372222222
365.7,8804.439,76.55,9.383333333
365.8,9755.193,76.555,9.477777778
365.9,10751.463,76.563,9.944444444
366,11479.442,76.598,10.38888889
366.1,11863.785,76.641,10.91666667
366.2,11956.693,76.65,11.50027778
366.3,11883.469,76.65,12.01611111
366.4,11737.222,76.65,12.44861111
366.5,11691.491,76.65,12.77527778
366.6,11905.021,76.65,13.12583333
366.7,11985.226,76.65,13.39694444
366.8,11568.907,76.65,13.42944444
366.9,10632.34,76.65,13.41083333
367,10276.452,76.65,13.39222222
367.1,10618.564,76.65,13.29777778
367.2,11063.313,76.65,13.18666667
367.3,11138.539,76.65,13.12111111
367.4,10546.2,76.65,13.04277778
367.5,10055.471,76.65,13.005
367.6,9601.065,76.631,13.02277778
367.7,8422.245,76.609,13.09694444
367.8,8489.666,76.582,13.15722222
367.9,8754.781,76.554,13.07444444
368,9164.995,76.55,13.26305556
368.1,9757.687,76.55,13.67444444
368.2,10291.555,76.55,14.18805556
368.3,10629.102,76.55,14.73888889
368.4,10816.92,76.55,15.36361111
368.5,10851.225,76.55,16.05555556
368.6,10845.206,76.55,16.75
368.7,10864.952,76.55,17.44444444
368.8,10862.296,76.55,18.09222222
368.9,10949.48,76.55,18.80111111
369,10967.593,76.55,19.15
369.1,10424.64,76.55,19.38111111
369.2,9956.379,76.55,19.44027778
369.3,9723.031,76.55,19.23194444
369.4,9435.28,76.514,18.69861111
369.5,9189.92,76.473,18.20972222
369.6,8970.703,76.492,17.50138889
369.7,8702.595,76.523,16.775
369.8,8322.884,76.537,16.24166667
369.9,8141.556,76.548,15.71805556
370,7918.262,76.55,15.30444444
370.1,7680.81,76.55,14.96333333
370.2,7294.125,76.55,14.63
370.3,6626.136,76.55,14.29666667
370.4,5982.83,76.55,13.98722222
370.5,5738.665,76.55,13.72944444
370.6,5845.848,76.55,13.50333333
370.7,6396.747,76.55,13.305
370.8,7327.834,76.567,13.18111111
370.9,7675.271,76.587,13.07
371,7464.326,76.616,13.03138889
371.1,7843.875,76.646,13.17277778
371.2,7867.709,76.66,13.41194444
371.3,8131.592,76.672,13.61361111
371.4,8262.934,76.707,14.02555556
371.5,8431.806,76.745,14.32777778
371.6,8566.45,76.75,14.67888889
371.7,8663.245,76.75,14.99111111
371.8,8549.516,76.75,15.12555556
371.9,8203.05,76.75,15.18777778
372,7825.275,76.75,15.09666667
372.1,7592.848,76.75,14.79
372.2,7488.291,76.75,14.38333333
372.3,7278.975,76.75,13.9625
372.4,7090.329,76.75,13.34805556
372.5,6785.247,76.75,12.83277778
372.6,6338.247,76.75,12.3575
372.7,5557.854,76.75,11.86055556
372.8,4734.942,76.75,11.36055556
372.9,4749.193,76.75,10.95944444
373,4872.318,76.75,10.57055556
373.1,5864.819,76.75,10.17777778
373.2,7563.668,76.75,9.913888889
373.3,9009.741,76.75,9.738888889
373.4,9715.758,76.75,9.622222222
373.5,10155.309,76.75,9.686111111
373.6,10503.933,76.75,9.919444444
373.7,10805.9,76.75,10.19444444
373.8,11005.612,76.734,10.42444444
373.9,11124.31,76.717,10.77305556
374,11370.827,76.685,11.00777778
374.1,11646.491,76.653,11.12888889
374.2,11977.895,76.65,11.26527778
374.3,12326.78,76.65,11.53055556
374.4,12623.671,76.643,11.75777778
374.5,12769.41,76.636,12.15694444
374.6,12728.635,76.596,12.57777778
374.7,12752.929,76.553,13.07111111
374.8,12808.822,76.55,13.72444444
374.9,12871.395,76.55,14.54444444
375,12885.131,76.55,15.17333333
375.1,12831.516,76.55,15.78444444
375.2,11959.608,76.508,16.21666667
375.3,10900.668,76.463,16.3275
375.4,10160.29,76.455,16.43666667
375.5,9701.411,76.45,16.16027778
375.6,9382.844,76.45,15.51888889
375.7,9161.116,76.45,14.74888889
375.8,9010.949,76.45,14.07444444
375.9,8768.138,76.45,13.25277778
376,8186.409,76.45,12.52277778
376.1,7321.544,76.45,11.76722222
376.2,6619.981,76.42,11.06944444
376.3,6368.255,76.388,10.61
376.4,6735.425,76.369,10.27
376.5,7837.663,76.351,10.09333333
376.6,8222.619,76.373,10.03111111
376.7,7337.98,76.399,10.01472222
376.8,7389.515,76.423,10.00083333
376.9,7577.583,76.449,10.07916667
377,7786.582,76.45,10.10972222
377.1,7954.285,76.45,10.1375
377.2,8025.237,76.45,10.19166667
377.3,8055.689,76.45,10.22083333
377.4,8316.201,76.458,10.275
377.5,8168.344,76.467,10.30416667
377.6,7858.01,76.507,10.31888889
377.7,7908.565,76.548,10.33277778
377.8,8321.343,76.55,10.49333333
377.9,8822.234,76.55,10.66
378,9206.326,76.55,10.96
378.1,9708.798,76.55,11.29222222
378.2,10349.275,76.55,11.70555556
378.3,11215.219,76.55,12.20222222
378.4,10955.876,76.586,12.76111111
378.5,10773.541,76.623,13.34361111
378.6,9681.895,76.637,13.87305556
378.7,8550.335,76.649,14.40083333
378.8,8826.775,76.65,15.03638889
378.9,9079.022,76.65,15.70222222
379,9555.148,76.674,16.28805556
379.1,10027.004,76.698,16.95222222
379.2,10526.605,76.724,17.51666667
379.3,10518.61,76.749,17.85444444
379.4,9924.536,76.75,18.26944444
379.5,9501.52,76.75,18.16888889
379.6,9292.422,76.75,18.05777778
379.7,9008.426,76.75,17.70166667
379.8,8435.963,76.75,17.20444444
379.9,7590.594,76.75,16.25944444
380,6601.778,76.75,15.6725
380.1,5937.216,76.75,15.06166667
380.2,5728.482,76.75,14.56055556
380.3,5714.313,76.75,14.25305556
380.4,5931.63,76.75,14.0025
380.5,6775.289,76.75,13.7525
380.6,7826.52,76.75,13.585
380.7,7644.28,76.75,13.36111111
380.8,7090.462,76.75,13.05555556
380.9,6737.153,76.75,13.02777778
381,6113.49,76.75,12.61111111
381.1,5400.854,76.75,12.27777778
381.2,5278.787,76.75,11.83333333
381.3,5275.778,76.75,11.16666667
381.4,5135.354,76.75,10.15916667
381.5,4954.493,76.75,9.406111111
381.6,4761.438,76.79,8.351111111
381.7,4584.485,76.829,7.354166667
381.8,4549.256,76.84,6.660277778
381.9,4621.129,76.85,6.023888889
382,4618.972,76.85,5.638611111
382.1,4785.005,76.85,5.6125
382.2,4857.734,76.85,5.753888889
382.3,5979.529,76.85,5.953333333
382.4,6898.609,76.85,6.396666667
382.5,7759.032,76.85,6.788333333
382.6,9027.252,76.85,7.316666667
382.7,9792.299,76.85,7.871111111
382.8,10033.929,76.85,8.373888889
382.9,9973.256,76.85,9.010555556
383,9884.522,76.85,9.545277778
383.1,9690.314,76.85,10.12611111
383.2,8957.329,76.85,10.61861111
383.3,8046.906,76.85,10.86777778
383.4,7623.874,76.85,11.0775
383.5,7309.42,76.85,10.87638889
383.6,7011.614,76.85,10.45805556
383.7,6857.639,76.85,9.983333333
383.8,6988.828,76.85,9.567777778
383.9,7195.93,76.85,9.184444444
384,6817.193,76.85,8.937777778
384.1,6440.055,76.85,8.774444444
384.2,6878.966,76.85,8.695
384.3,7194.503,76.85,8.708888889
384.4,7235.662,76.85,8.725555556
384.5,7350.758,76.85,8.809722222
384.6,7514.314,76.85,8.895833333
384.7,7504.031,76.85,9.040277778
384.8,7533.914,76.85,9.288888889
384.9,7772.58,76.848,9.518055556
385,8015.361,76.815,9.877777778
385.1,8208.221,76.783,10.20833333
385.2,8253.406,76.766,10.48888889
385.3,8331.212,76.75,10.765
385.4,8590.825,76.75,11.005
385.5,8735.066,76.75,11.08666667
385.6,8747.36,76.75,11.14055556
385.7,8594.272,76.749,11.16833333
385.8,8632.973,76.732,11.19777778
385.9,8651.025,76.714,11.255
386,8950.235,76.681,11.34694444
386.1,9560,76.65,11.54138889
386.2,9720.15,76.65,11.73583333
386.3,9370.067,76.65,11.93805556
386.4,8206.522,76.65,12.23972222
386.5,7339.577,76.65,12.49166667
386.6,7355.836,76.65,12.7675
386.7,7487.966,76.65,13.00777778
386.8,7467.806,76.65,13.11777778
386.9,7472.396,76.65,13.19222222
387,7396.534,76.65,13.15555556
387.1,7149.072,76.65,13.01222222
387.2,6866.674,76.65,12.81777778
387.3,6659.09,76.653,12.61222222
387.4,6578.284,76.696,12.29444444
387.5,6870.168,76.736,12.15416667
387.6,7069.783,76.743,12.02277778
387.7,6979.421,76.75,11.97972222
387.8,6961.945,76.75,12.06555556
387.9,6884.068,76.75,12.17666667
388,7112.494,76.75,12.29777778
388.1,7566.229,76.75,12.515
388.2,7153.969,76.75,12.67166667
388.3,7122.719,76.752,12.725
388.4,6922.039,76.776,12.74166667
388.5,6675.324,76.8,12.65
388.6,6609.455,76.826,12.475
388.7,6432.005,76.85,12.21944444
388.8,6112.265,76.85,11.89722222
388.9,5810.125,76.852,11.43055556
389,5666.61,76.868,11.03055556
389.1,5734.889,76.886,10.77805556
389.2,5941.995,76.92,10.52194444
389.3,5801.501,76.95,10.23472222
389.4,5128.072,76.95,10.08055556
389.5,5012.584,76.95,9.802777778
389.6,5047.152,76.95,9.528055556
389.7,4979.211,76.95,9.275
389.8,4811.207,76.95,8.991111111
389.9,4716.304,76.95,8.695555556
390,4525.508,76.95,8.473333333
390.1,4390.03,76.955,8.261111111
390.2,4657.6,76.997,8.132222222
390.3,4750.844,77.034,8.076666667
390.4,4836.309,77.042,8.041111111
390.5,4989.993,77.049,8.152222222
390.6,5027.11,77.049,8.271666667
390.7,4988.209,77.049,8.449166667
390.8,4832.173,77.049,8.681111111
390.9,4765.734,77.049,8.803055556
391,4879.279,77.049,8.990277778
391.1,5015.725,77.049,9.121944444
391.2,5168.87,77.049,9.216111111
391.3,5409.498,77.049,9.392222222
391.4,5710.138,77.049,9.606666667
391.5,5991.022,77.049,9.792777778
391.6,6345.144,77.049,10.09833333
391.7,6668.326,77.049,10.39222222
391.8,6833.14,77.049,10.63
391.9,7017.281,77.049,10.96333333
392,7107.534,77.049,11.30444444
392.1,7167.549,77.049,11.70138889
392.2,7160.317,77.049,12.13055556
392.3,7288.048,77.049,12.61805556
392.4,7587.275,77.049,13.05972222
392.5,8022.937,77.049,13.64305556
392.6,8680.824,77.049,14.23472222
392.7,9168.387,77.049,14.87777778
392.8,9465.077,77.049,15.55694444
392.9,9789.956,77.043,16.30555556
393,10148.32,77,17.01333333
393.1,10488.829,76.964,17.78666667
393.2,10771.115,76.956,18.52333333
393.3,11011.761,76.95,19.19444444
393.4,11407.174,76.95,19.86222222
393.5,11671.631,76.95,20.37666667
393.6,11747.896,76.95,20.82555556
393.7,10300.941,76.95,21.26527778
393.8,10824.271,76.95,21.66305556
393.9,11227.45,76.95,21.9875
394,11390.703,76.95,22.40888889
394.1,11495.107,76.95,22.83444444
394.2,11564.644,76.95,23.14416667
394.3,11415.441,76.95,23.3575
394.4,10559.288,76.95,23.55611111
394.5,9803.62,76.953,23.21555556
394.6,9524.059,76.967,22.69055556
394.7,8846.578,76.985,22.00166667
394.8,8199.921,77.021,20.945
394.9,8034.02,77.049,19.38555556
395,8290.117,77.049,18.45111111
395.1,8682.78,77.049,17.57222222
